         20874020 function calls (19984092 primitive calls) in 221.636 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.003    0.001 variables.py:1104(_run_op)
        2    0.000    0.000    0.000    0.000 util.py:1671(_is_artifact_representation)
        4    0.000    0.000    0.000    0.000 _base.py:539(<listcomp>)
        6    0.000    0.000    0.000    0.000 functional.py:818(<setcomp>)
        4    0.000    0.000    0.000    0.000 emitter.py:368(expect_block_sequence)
        3    0.000    0.000    0.000    0.000 types.py:305(value)
        4    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
        8    0.000    0.000    0.000    0.000 cbook.py:1735(sanitize_sequence)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListCount}
        3    0.000    0.000    0.000    0.000 naming.py:23(__init__)
        1    0.000    0.000    0.000    0.000 compile_utils.py:514(_set_metric_names)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:72(GifImageFile)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_ListPluggablePhysicalDevices}
        2    0.000    0.000    0.000    0.000 version.py:58(getbase)
       22    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       12    0.000    0.000    0.000    0.000 inspect.py:2275(<lambda>)
        9    0.000    0.000    0.000    0.000 ops.py:7218(_is_keras_symbolic_tensor)
        4    0.000    0.000    0.000    0.000 composite_tensor.py:128(convert_variables_to_tensors)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:1509(_dense_apply_args)
        1    0.000    0.000    0.000    0.000 overrides_visitor.py:49(visitKey)
        1    0.000    0.000    0.000    0.000 basic_launcher.py:33(BasicLauncher)
        4    0.000    0.000    0.000    0.000 backend_macosx.py:56(draw_idle)
       12    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:201(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 zipp.py:139(_pathlib_compat)
       33    0.000    0.000    0.000    0.000 BufferedTokenStream.py:68(release)
        5    0.000    0.000    0.000    0.000 base_layer.py:2847(_handle_activity_regularization)
        2    0.000    0.000    0.000    0.000 figure.py:228(<lambda>)
       25    0.000    0.000    0.000    0.000 data_structures.py:531(_make_storage)
        2    0.000    0.000    0.000    0.000 tf_utils.py:198(convert_shapes)
        1    0.000    0.000    0.005    0.005 base.py:6162(get_indexer_for)
        1    0.000    0.000    0.000    0.000 _array_api.py:484(_nanmax)
        6    0.000    0.000    0.000    0.000 ast3.py:198(visit_ExceptHandler)
        1    0.000    0.000    0.009    0.009 wandb_login.py:155(is_apikey_configured)
        4    0.000    0.000    0.000    0.000 ticker.py:672(get_offset)
        4    0.000    0.000    0.000    0.000 backprop.py:819(__enter__)
       20    0.000    0.000    0.000    0.000 rnn_utils.py:76(to_list_or_none)
        3    0.000    0.000    0.000    0.000 emitter.py:175(expect_first_document_start)
       10    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 func_graph.py:608(<genexpr>)
        4    0.000    0.000    0.000    0.000 backprop.py:824(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2324(new_timer)
        5    0.000    0.000    0.000    0.000 _base.py:3497(get_xbound)
        6    0.000    0.000    0.000    0.000 PredictionMode.py:404(hasConflictingAltSet)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(linspace)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        4    0.000    0.000    0.000    0.000 dataset_ops.py:4592(<lambda>)
        1    0.000    0.000    0.000    0.000 functional.py:612(_init_set_name)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:805(__len__)
        1    0.000    0.000    0.000    0.000 utils.py:268(__init__)
       15    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _dtype.py:178(_datetime_metadata_str)
        1    0.000    0.000    0.181    0.181 backend_bases.py:1774(new_manager)
        2    0.000    0.000    0.000    0.000 dates.py:1380(nonsingular)
        2    0.000    0.000    0.000    0.000 config.py:373(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:1426(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:356(<lambda>)
        2    0.000    0.000    0.000    0.000 config_repository.py:355(config_exists)
        6    0.000    0.000    0.000    0.000 platform.py:561(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
       32    0.000    0.000    0.000    0.000 while_v2.py:760(<genexpr>)
        8    0.000    0.000    0.000    0.000 threading.py:536(is_set)
        2    0.000    0.000    0.000    0.000 ops.py:1270(get_shape)
        6    0.000    0.000    0.000    0.000 cfg.py:780(visit_Expr)
        1    0.000    0.000    0.000    0.000 {method '_set_window_mode' of '_macosx.FigureManager' objects}
        1    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        1    0.000    0.000    0.000    0.000 _startup_debug.py:10(is_enabled)
        2    0.000    0.000    0.000    0.000 CommonTokenStream.py:40(__init__)
        3    0.000    0.000    0.001    0.000 polymorphic_function.py:1307(function)
        6    0.000    0.000    0.000    0.000 metrics_utils.py:839(<genexpr>)
        4    0.000    0.000    0.000    0.000 scanner.py:424(fetch_flow_sequence_start)
       18    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
        4    0.000    0.000    0.000    0.000 validation.py:454(<listcomp>)
        1    0.000    0.000    0.000    0.000 json_format.py:340(_GenericMessageToJsonObject)
        1    0.000    0.000    0.000    0.000 nodes.py:470(validate_and_convert_to_enum)
        3    0.000    0.000    0.000    0.000 tempfile.py:500(close)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:90(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        1    0.000    0.000    0.000    0.000 _base.py:2865(<listcomp>)
        6    0.000    0.000    0.000    0.000 axis.py:1590(get_major_locator)
        3    0.000    0.000    0.000    0.000 cfg.py:241(visit_reverse)
        6    0.000    0.000    0.000    0.000 layer_utils.py:680(expects_training_arg)
        3    0.000    0.000    0.000    0.000 emitter.py:310(expect_flow_mapping)
        2    0.000    0.000    0.000    0.000 symbolic.py:156(dereference_recursive)
        1    0.000    0.000    0.000    0.000 utils.py:262(return_value)
        1    0.000    0.000    0.000    0.000 router_sock.py:21(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:200(__enter__)
        3    0.000    0.000    0.000    0.000 common.py:188(_expand_user)
        2    0.000    0.000    0.000    0.000 figure.py:2904(set_canvas)
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1783(_apply_setup)
        3    0.000    0.000    0.000    0.000 serializer.py:36(close)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1167(interval)
        1    0.000    0.000    0.000    0.000 base.py:210(<listcomp>)
       16    0.000    0.000    0.000    0.000 PredictionMode.py:225(<genexpr>)
        6    0.000    0.000    0.000    0.000 selectors.py:273(get_map)
        1    0.000    0.000    0.001    0.001 generic.py:8690(isna)
        2    0.000    0.000    0.000    0.000 base.py:448(_check_feature_names)
        3    0.000    0.000    0.000    0.000 gen_dataset_ops.py:1093(<listcomp>)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:640(<lambda>)
        4    0.000    0.000    0.000    0.000 scanner.py:654(fetch_double)
        1    0.000    0.000    0.000    0.000 util.py:546(_sanitize_numpy_keys)
        2    0.000    0.000    0.000    0.000 typing.py:936(__repr__)
        2    0.000    0.000    0.004    0.002 __init__.py:428(warning)
        3    0.000    0.000    0.000    0.000 reaching_fndefs.py:75(__init__)
       16    0.000    0.000    0.000    0.000 wandb_settings.py:1203(_get_program)
        1    0.000    0.000    0.000    0.000 hydra.py:71(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        2    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 nest.py:1726(sequence_fn)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1428(__init__)
        3    0.000    0.000    0.000    0.000 return_statements.py:219(__init__)
        7    0.000    0.000    0.000    0.000 base_layer.py:1201(supports_masking)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:543(frozen)
        1    0.000    0.000    0.000    0.000 symbolic.py:112(_get_packed_refs_path)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        4    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_hex}
       19    0.000    0.000    0.000    0.000 numeric.py:2269(_isclose_dispatcher)
       19    0.000    0.000    0.000    0.000 ticker.py:1740(tick_values)
        1    0.000    0.000    0.006    0.006 axis.py:1422(get_majorticklabels)
        3    0.000    0.000    0.000    0.000 parser.py:58(_unfold_continuations)
        8    0.000    0.000    0.000    0.000 iterator_ops.py:912(value_type)
        2    0.000    0.000    0.000    0.000 lstm.py:573(<listcomp>)
        9    0.000    0.000    0.000    0.000 omegaconf.py:410(_should_pass)
       16    0.000    0.000    0.000    0.000 default_element.py:334(is_self)
        4    0.000    0.000    0.000    0.000 type_spec.py:251(<listcomp>)
        9    0.000    0.000    0.000    0.000 parse.py:159(username)
        4    0.000    0.000    0.000    0.000 constructor.py:124(construct_sequence)
       10    0.000    0.000    0.000    0.000 common.py:123(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:29(_get_module_name_override)
        4    0.000    0.000    0.000    0.000 service.py:72(_startup_debug_print)
        1    0.000    0.000    0.000    0.000 threading.py:992(_stop)
        2    0.000    0.000    0.000    0.000 base.py:549(find)
        1    0.000    0.000    0.000    0.000 colors.py:409(to_rgba_array)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
        3    0.000    0.000    0.000    0.000 cfg.py:563(exit_cond_section)
        3    0.000    0.000    0.000    0.000 reaching_definitions.py:253(visit_Try)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:2465(_batch_reduce_to)
        4    0.000    0.000    0.000    0.000 training.py:4062(_is_per_replica_instance)
        1    0.000    0.000    0.000    0.000 hydra_config.py:27(get)
        9    0.000    0.000    0.000    0.000 cfg.py:658(_enter_lexical_scope)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:1195(_get_colab_url)
        1    0.000    0.000    0.000    0.000 pyplot.py:469(draw_if_interactive)
        4    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
       23    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 shape_base.py:1191(tile)
        1    0.000    0.000    0.000    0.000 range.py:216(_validate_dtype)
        2    0.000    0.000    0.086    0.043 artist.py:93(draw_wrapper)
        2    0.000    0.000    0.000    0.000 gettext.py:664(dgettext)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetDevicePlacementPolicy}
        4    0.000    0.000    0.000    0.000 variable_scope.py:1269(local_variables)
       18    0.000    0.000    0.000    0.000 gradients_util.py:278(<genexpr>)
        5    0.000    0.000    0.000    0.000 base_layer.py:2931(<setcomp>)
      3/2    0.000    0.000    0.000    0.000 util.py:1574(check_dict_contains_nested_artifact)
        9    0.000    0.000    0.000    0.000 env.py:264(get_user_email)
       10    0.000    0.000    0.000    0.000 callbacks.py:250(<genexpr>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(full_like)
       10    0.000    0.000    0.000    0.000 typing.py:928(__eq__)
        2    0.000    0.000    0.000    0.000 datetimelike.py:2535(dtype_to_unit)
       21    0.000    0.000    0.000    0.000 __init__.py:595(__missing__)
        3    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1310(__init__)
       19    0.000    0.000    0.000    0.000 axis.py:158(<dictcomp>)
        3    0.000    0.000    0.000    0.000 interface_shared.py:446(_get_mailbox)
        4    0.000    0.000    0.000    0.000 backend.py:3576(<genexpr>)
        8    0.000    0.000    0.000    0.000 file_config_source.py:17(scheme)
        1    0.000    0.000    0.000    0.000 zip_op.py:26(_ZipDataset)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:145(FigureManagerMac)
        1    0.000    0.000    0.000    0.000 spines.py:545(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1693(_process_projection_requirements)
        3    0.000    0.000    0.000    0.000 emitter.py:316(expect_first_flow_mapping_key)
        6    0.000    0.000    0.000    0.000 managers.py:2175(_grouping_func)
       10    0.000    0.000    0.000    0.000 callbacks.py:247(<genexpr>)
        5    0.000    0.000    0.000    0.000 text.py:1147(set_fontweight)
       28    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:367(<listcomp>)
        9    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        3    0.000    0.000    0.000    0.000 liveness.py:184(visit_Try)
        2    0.000    0.000    0.000    0.000 tf_utils.py:229(_is_atomic_shape)
        1    0.000    0.000    0.000    0.000 basic_sweeper.py:39(BasicSweeperConf)
        1    0.000    0.000    0.002    0.002 re.py:233(findall)
        5    0.000    0.000    0.000    0.000 linalg.py:200(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 generic.py:4515(_check_inplace_and_allows_duplicate_labels)
        3    0.000    0.000    0.001    0.000 liveness.py:194(visit_With)
        3    0.000    0.000    0.000    0.000 reaching_definitions.py:257(visit_ExceptHandler)
        3    0.000    0.000    0.000    0.000 return_statements.py:66(visit_Return)
        3    0.000    0.000    0.000    0.000 util.py:406(is_tf_eager_tensor_typename)
        2    0.000    0.000    0.000    0.000 config_repository.py:365(get_sources)
       12    0.000    0.000    0.000    0.000 symbolic.py:215(<genexpr>)
       10    0.000    0.000    0.000    0.000 linalg.py:117(isComplexType)
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
      4/2    0.000    0.000    0.000    0.000 typing.py:170(_type_repr)
        3    0.000    0.000    0.000    0.000 ast.py:1564(visit_withitem)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:852(sort)
        3    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
        3    0.000    0.000    0.000    0.000 liveness.py:39(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:370(<setcomp>)
        2    0.000    0.000    0.000    0.000 tape.py:82(__exit__)
        4    0.000    0.000    0.000    0.000 from_tensor_slices_op.py:39(<lambda>)
        6    0.000    0.000    0.000    0.000 tf_utils.py:503(is_tensor_or_extension_type)
        3    0.000    0.000    0.000    0.000 config_store.py:45(instance)
        2    0.000    0.000    0.000    0.000 global_hydra.py:31(instance)
        1    0.000    0.000    0.000    0.000 overrides_visitor.py:244(_createPrimitive)
        2    0.000    0.000    0.000    0.000 backend.py:3581(<listcomp>)
        3    0.000    0.000    0.000    0.000 callbacks.py:590(_disallow_batch_hooks_in_ps_strategy)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:280(__iter__)
        1    0.000    0.000    0.000    0.000 generic.py:591(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 blocks.py:2703(new_block_2d)
       16    0.000    0.000    0.000    0.000 artist.py:845(get_animated)
        1    0.000    0.000    0.000    0.000 gridspec.py:609(num2)
       16    0.000    0.000    0.000    0.000 dates.py:1080(<dictcomp>)
        1    0.000    0.000    0.000    0.000 data_structures.py:629(append)
        1    0.000    0.000    0.000    0.000 backend.py:88(_hack_set_run)
        1    0.000    0.000    0.000    0.000 overrides_visitor.py:115(visitElement)
        5    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
        3    0.000    0.000    0.000    0.000 data_adapter.py:1661(_can_split)
       20    0.000    0.000    0.000    0.000 range_op.py:68(element_spec)
        8    0.000    0.000    0.000    0.000 axis.py:790(get_scale)
        1    0.000    0.000    0.000    0.000 data_structures.py:543(_update_snapshot)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:1161(_validate__stats_samples_to_average)
        1    0.000    0.000    0.000    0.000 typing.py:880(__getitem__)
        1    0.000    0.000    0.000    0.000 base_parser.py:1426(_validate_parse_dates_arg)
        8    0.000    0.000    0.000    0.000 _base.py:866(<dictcomp>)
        9    0.000    0.000    0.000    0.000 return_statements.py:35(__init__)
        2    0.000    0.000    0.000    0.000 op_selector.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 remote.py:581(_config_section_name)
        1    0.000    0.000    0.000    0.000 callbacks.py:14(__init__)
        1    0.000    0.000    0.000    0.000 range_op.py:28(_RangeDataset)
        5    0.000    0.000    0.000    0.000 axis.py:545(locator)
        3    0.000    0.000    0.001    0.000 ast.py:192(fix_missing_locations)
        1    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        2    0.000    0.000    0.000    0.000 configparser.py:1275(__iter__)
       20    0.000    0.000    0.000    0.000 type_spec.py:182(<genexpr>)
        4    0.000    0.000    0.000    0.000 base_layer.py:3426(<listcomp>)
        1    0.000    0.000    0.000    0.000 compile_utils.py:403(_check_duplicated_metrics)
        3    0.000    0.000    0.000    0.000 util.py:1167(__new__)
        2    0.000    0.000    0.000    0.000 blocks.py:1253(iget)
        1    0.000    0.000    0.000    0.000 managers.py:1780(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 base_parser.py:601(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 mman.py:408(collect)
        6    0.000    0.000    0.000    0.000 fun.py:80(find_worktree_git_dir)
        1    0.000    0.000    0.000    0.000 internal.py:76(__new__)
        2    0.000    0.000    0.000    0.000 converter.py:136(absl_to_standard)
        6    0.000    0.000    0.000    0.000 backprop.py:86(<lambda>)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:906(<lambda>)
        4    0.000    0.000    0.000    0.000 emitter.py:373(expect_first_block_sequence_item)
       15    0.000    0.000    0.000    0.000 from_tensors_op.py:41(element_spec)
       11    0.000    0.000    0.000    0.000 PredictionContext.py:256(merge)
        7    0.000    0.000    0.000    0.000 spines.py:591(__iter__)
        6    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        3    0.000    0.000    0.000    0.000 sources_registry.py:14(register)
        1    0.000    0.000    0.000    0.000 _base.py:3766(set_ybound)
        2    0.000    0.000    0.000    0.000 tape.py:49(push_tape)
        4    0.000    0.000    0.000    0.000 converter.py:239(__init__)
        2    0.000    0.000    0.000    0.000 util.py:1200(__getitem__)
        1    0.000    0.000    0.000    0.000 LL1Analyzer.py:16(LL1Analyzer)
        2    0.000    0.000    0.000    0.000 op_selector.py:309(<listcomp>)
        5    0.000    0.000    0.000    0.000 tf_utils.py:194(<lambda>)
        4    0.000    0.000    0.000    0.000 _base.py:333(_setdefaults)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        3    0.000    0.000    0.000    0.000 axis.py:1827(set_major_formatter)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRemove}
        2    0.000    0.000    0.000    0.000 series.py:1462(_set_as_cached)
        6    0.000    0.000    0.000    0.000 functions.py:30(__init__)
        2    0.000    0.000    0.000    0.000 data_structures.py:711(__repr__)
        1    0.000    0.000    0.000    0.000 internal.py:27(ConfigTmpDir)
        1    0.000    0.000    0.000    0.000 flat_map_op.py:27(_FlatMapDataset)
        2    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
       14    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 frame.py:659(_constructor_from_mgr)
        4    0.000    0.000    0.000    0.000 legend_handler.py:94(adjust_drawing_area)
        6    0.000    0.000    0.000    0.000 tf_utils.py:226(_is_shape_component)
        4    0.000    0.000    0.000    0.000 symbolic.py:52(_git_dir)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1223(_find_parent_path_names)
        4    0.000    0.000    0.000    0.000 constructor.py:129(<listcomp>)
        3    0.000    0.000    0.000    0.000 managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 ag_ctx.py:91(_default_control_status_ctx)
        1    0.000    0.000    0.000    0.000 training.py:792(_configure_steps_per_execution)
       10    0.000    0.000    0.000    0.000 callbacks.py:253(<genexpr>)
        2    0.000    0.000    0.000    0.000 callbacks.py:1110(on_predict_end)
        1    0.000    0.000    0.000    0.000 pyplot.py:4127(title)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3216(update)
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetAdd}
        1    0.000    0.000    0.000    0.000 data_structures.py:535(_check_external_modification)
        1    0.000    0.000    0.000    0.000 internal.py:73(StagedLaunchInputs)
        2    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        2    0.000    0.000    0.000    0.000 callbacks.py:1082(on_predict_begin)
        6    0.000    0.000    0.000    0.000 ast.py:1486(visit_arg)
        4    0.000    0.000    0.000    0.000 func_graph.py:570(output_shapes)
       10    0.000    0.000    0.000    0.000 base_layer.py:3006(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
        3    0.000    0.000    0.000    0.000 cfg.py:674(_get_enclosing_except_scopes)
        1    0.000    0.000    0.000    0.000 losses.py:226(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:990(intervaly)
        5    0.000    0.000    0.000    0.000 base_layer.py:2666(_outbound_nodes)
        2    0.000    0.000    0.001    0.001 omegaconf.py:119(structured)
        8    0.000    0.000    0.000    0.000 managers.py:246(items)
        6    0.000    0.000    0.000    0.000 parser.py:267(parse_flow_node)
       21    0.000    0.000    0.000    0.000 ParserATNSimulator.py:291(reset)
        2    0.000    0.000    0.000    0.000 common.py:91(ensure_python_int)
        8    0.000    0.000    0.000    0.000 _base.py:322(<genexpr>)
        3    0.000    0.000    0.000    0.000 argparse.py:1571(_get_handler)
        2    0.000    0.000    0.000    0.000 compile_utils.py:628(_get_metric_objects)
        4    0.000    0.000    0.000    0.000 dropout.py:93(_get_noise_shape)
        4    0.000    0.000    0.000    0.000 zip_op.py:52(_inputs)
        1    0.000    0.000    0.000    0.000 common.py:572(condition)
        2    0.000    0.000    0.000    0.000 base.py:7723(_unpack_nested_dtype)
        3    0.000    0.000    0.000    0.000 tempfile.py:419(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1069(_update_transScale)
        6    0.000    0.000    0.000    0.000 call_trees.py:66(add_arg)
        1    0.000    0.000    0.000    0.000 util.py:1100(image_id_from_k8s)
       13    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        6    0.000    0.000    0.000    0.000 managers.py:1938(_block)
        4    0.000    0.000    0.000    0.000 transforms.py:955(x0)
        4    0.000    0.000    0.000    0.000 scanner.py:447(fetch_flow_sequence_end)
        2    0.000    0.000    0.000    0.000 enum.py:715(_generate_next_value_)
        3    0.000    0.000    0.001    0.000 missing.py:101(isna)
        1    0.000    0.000    0.000    0.000 generic.py:4399(_check_setitem_copy)
        2    0.000    0.000    0.000    0.000 widgets.py:38(__init__)
        2    0.000    0.000    0.000    0.000 array_ops.py:837(<genexpr>)
        1    0.000    0.000    0.000    0.000 config_util.py:64(dict_from_config_file)
        3    0.000    0.000    0.000    0.000 config.py:743(<dictcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
        6    0.000    0.000    0.000    0.000 inspect.py:1748(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 blocks.py:1262(_slice)
        1    0.000    0.000    0.000    0.000 uuid.py:333(hex)
        1    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
       14    0.000    0.000    0.000    0.000 spines.py:199(get_path)
        2    0.000    0.000    0.000    0.000 _base.py:2452(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:1294(Default)
        3    0.000    0.000    0.000    0.000 polymorphic_function.py:619(_get_key_for_call_stats)
        2    0.000    0.000    0.000    0.000 base_rnn.py:417(get_step_input_shape)
        1    0.000    0.000    0.005    0.005 plugins.py:50(__init__)
        3    0.000    0.000    0.000    0.000 config_repository.py:141(_get_scheme)
        1    0.000    0.000    0.000    0.000 importlib_resources_config_source.py:22(__init__)
        1    0.000    0.000    0.000    0.000 construction.py:487(<listcomp>)
        2    0.000    0.000    0.000    0.000 Image.py:3517(register_extensions)
        7    0.000    0.000    0.000    0.000 cycler.py:165(keys)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unravel_index)
        2    0.000    0.000    0.000    0.000 axis.py:2498(get_minpos)
        4    0.000    0.000    0.000    0.000 backend.py:3578(<genexpr>)
        6    0.000    0.000    0.000    0.000 layer_utils.py:689(expects_mask_arg)
        3    0.000    0.000    0.000    0.000 ast.py:1096(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:643(__getitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:1170(_open)
        2    0.000    0.000    0.000    0.000 axis.py:1152(get_inverted)
        9    0.000    0.000    0.000    0.000 ast3.py:425(<listcomp>)
        6    0.000    0.000    0.000    0.000 cfg.py:374(end_statement)
       16    0.000    0.000    0.000    0.000 distribute_lib.py:3725(_local_results)
        2    0.000    0.000    0.005    0.002 overrides_parser.py:78(parse_overrides)
        4    0.000    0.000    0.000    0.000 axis.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend.py:1031(set_title)
        4    0.000    0.000    0.002    0.001 legend_handler.py:77(_update_prop)
        2    0.000    0.000    0.000    0.000 device_spec.py:335(<listcomp>)
        2    0.000    0.000    0.000    0.000 op_selector.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:71(__init__)
       11    0.000    0.000    0.000    0.000 structured_config_source.py:27(scheme)
        4    0.000    0.000    0.000    0.000 monomorphic_function.py:630(_backward)
       12    0.000    0.000    0.000    0.000 input_spec.py:129(<genexpr>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        3    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:129(_datetime_as_str)
        1    0.000    0.000    0.000    0.000 structured_config_source.py:14(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_replace)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2574(_ptp_dispatcher)
        8    0.000    0.000    0.000    0.000 common.py:1399(_get_dtype)
        1    0.000    0.000    0.000    0.000 base.py:4440(_maybe_preserve_names)
        1    0.000    0.000    0.000    0.000 series.py:703(dtype)
        1    0.000    0.000    0.000    0.000 pyplot.py:366(backend_mod)
       12    0.000    0.000    0.000    0.000 _base.py:459(<genexpr>)
        2    0.000    0.000    0.000    0.000 dates.py:1881(axisinfo)
        2    0.000    0.000    0.000    0.000 _param_validation.py:201(<dictcomp>)
        2    0.000    0.000    0.000    0.000 context.py:1483(list_physical_devices)
        4    0.000    0.000    0.000    0.000 tf_stack.py:110(get_filtered_filenames)
        4    0.000    0.000    0.000    0.000 function_cache.py:88(generalize)
        3    0.000    0.000    0.000    0.000 interface_shared.py:64(_transport_mark_success)
        1    0.000    0.000    0.000    0.000 losses.py:91(_set_name_scope)
        1    0.000    0.000    0.000    0.000 callbacks.py:2058(on_train_begin)
        4    0.000    0.000    0.000    0.000 datetimes.py:576(tz)
